txn_id,merchant_id,txn_ts,amount_inr,issuer_bank,status,failure_reason
737,MID100021,2024-08-07 10:21:59,149.93,HDFC,SUCCESS,
738,MID100021,2024-08-12 18:32:20,31.22,HDFC,SUCCESS,
739,MID100021,2024-08-28 17:49:43,62.22,HDFC,SUCCESS,
740,MID100021,2024-08-12 18:44:35,372.49,HDFC,SUCCESS,
741,MID100021,2024-08-11 20:25:23,41.6,HDFC,SUCCESS,
742,MID100021,2024-08-26 10:43:11,351.49,HDFC,SUCCESS,
743,MID100021,2024-08-21 02:16:32,40.58,HDFC,SUCCESS,
744,MID100021,2024-08-06 12:52:16,51.86,SBI,SUCCESS,
745,MID100021,2024-08-25 07:59:04,276.08,SBI,SUCCESS,
746,MID100021,2024-08-12 20:26:40,176.47,ICICI,SUCCESS,
747,MID100021,2024-08-27 13:15:08,379.81,KOTAK,SUCCESS,
748,MID100021,2024-08-09 13:21:09,24.33,PNB,SUCCESS,
749,MID100021,2024-08-11 06:26:11,499.51,PNB,SUCCESS,
750,MID100021,2024-08-07 17:46:19,86.55,BOB,SUCCESS,
751,MID100021,2024-08-11 10:10:04,36.16,BOB,SUCCESS,
752,MID100021,2024-08-31 20:57:52,319.38,BOB,SUCCESS,
753,MID100021,2024-08-21 16:17:32,29.56,BOB,SUCCESS,
754,MID100021,2024-08-10 13:04:01,167.53,BOB,SUCCESS,
755,MID100021,2024-08-18 13:34:48,246.37,CANARA,SUCCESS,
756,MID100021,2024-08-18 19:43:28,478.0,YES,SUCCESS,
757,MID100021,2024-08-16 18:24:12,26.21,YES,FAILED,INSUFFICIENT_FUNDS
758,MID100021,2024-08-31 18:08:51,110.78,YES,SUCCESS,
759,MID100021,2024-08-12 12:07:01,396.26,IDFC,SUCCESS,
760,MID100021,2024-08-04 12:55:25,40.27,IDFC,SUCCESS,
761,MID100022,2024-08-04 19:39:09,335.21,HDFC,SUCCESS,
762,MID100022,2024-08-31 10:34:38,384.73,HDFC,SUCCESS,
763,MID100022,2024-08-23 21:55:36,596.42,HDFC,SUCCESS,
764,MID100022,2024-08-10 19:35:02,564.86,HDFC,SUCCESS,
765,MID100022,2024-08-23 12:43:02,582.37,HDFC,SUCCESS,
766,MID100022,2024-08-18 19:49:17,201.95,HDFC,SUCCESS,
767,MID100022,2024-08-27 19:07:17,153.11,HDFC,SUCCESS,
768,MID100022,2024-08-30 19:17:29,319.06,SBI,SUCCESS,
769,MID100022,2024-08-19 07:28:19,109.34,ICICI,SUCCESS,
770,MID100022,2024-08-28 21:28:37,369.34,ICICI,SUCCESS,
771,MID100022,2024-08-02 11:33:16,694.02,AXIS,SUCCESS,
772,MID100022,2024-08-17 19:51:52,241.77,AXIS,SUCCESS,
773,MID100022,2024-08-10 07:44:23,267.3,AXIS,SUCCESS,
774,MID100022,2024-08-10 11:50:56,143.42,AXIS,SUCCESS,
775,MID100022,2024-08-10 13:58:10,541.31,AXIS,SUCCESS,
776,MID100022,2024-08-30 14:47:07,517.18,AXIS,FAILED,USER_CANCELLED
777,MID100022,2024-08-17 17:23:52,379.71,AXIS,SUCCESS,
778,MID100022,2024-08-19 09:01:00,152.83,AXIS,SUCCESS,
779,MID100022,2024-08-10 16:53:12,157.2,KOTAK,SUCCESS,
780,MID100022,2024-08-15 18:32:30,906.47,KOTAK,FAILED,INCORRECT_PIN
781,MID100022,2024-08-27 10:33:08,103.31,KOTAK,SUCCESS,
782,MID100022,2024-08-26 18:24:06,343.65,PNB,SUCCESS,
783,MID100022,2024-08-24 21:01:32,168.94,BOB,SUCCESS,
784,MID100022,2024-08-31 18:10:25,253.55,BOB,SUCCESS,
785,MID100025,2024-08-22 10:07:41,639.81,ICICI,SUCCESS,
786,MID100026,2024-08-31 08:26:52,382.38,SBI,SUCCESS,
787,MID100026,2024-08-09 11:43:35,216.82,SBI,SUCCESS,
788,MID100026,2024-08-12 20:26:18,403.32,SBI,SUCCESS,
789,MID100026,2024-08-31 18:15:20,780.91,SBI,SUCCESS,
790,MID100026,2024-08-27 12:43:44,162.62,SBI,SUCCESS,
791,MID100026,2024-08-23 11:39:27,827.38,AXIS,SUCCESS,
792,MID100026,2024-08-14 15:34:16,326.14,KOTAK,SUCCESS,
793,MID100026,2024-08-22 20:10:46,78.83,PNB,SUCCESS,
794,MID100026,2024-08-05 17:49:04,121.17,CANARA,SUCCESS,
795,MID100026,2024-08-10 20:13:31,362.76,CANARA,FAILED,INCORRECT_PIN
796,MID100026,2024-08-14 15:42:07,105.45,RRB_GRAMIN,SUCCESS,
797,MID100026,2024-08-11 16:55:44,468.96,RRB_GRAMIN,SUCCESS,
798,MID100027,2024-08-19 05:41:14,827.65,BOB,SUCCESS,
799,MID100027,2024-08-29 12:12:48,149.04,BOB,SUCCESS,
800,MID100027,2024-08-13 20:52:41,288.91,BOB,SUCCESS,
801,MID100027,2024-08-10 13:16:03,290.02,RRB_GRAMIN,SUCCESS,
802,MID100028,2024-08-21 13:36:11,112.26,HDFC,SUCCESS,
803,MID100028,2024-08-01 15:31:18,191.45,HDFC,SUCCESS,
804,MID100028,2024-08-19 20:06:14,253.43,HDFC,SUCCESS,
805,MID100028,2024-08-11 22:56:28,29.19,HDFC,SUCCESS,
806,MID100028,2024-08-08 16:25:46,51.01,HDFC,SUCCESS,
807,MID100028,2024-08-30 15:05:50,65.28,HDFC,SUCCESS,
808,MID100028,2024-08-31 18:57:50,146.53,HDFC,SUCCESS,
809,MID100028,2024-08-22 20:41:22,70.03,HDFC,SUCCESS,
810,MID100028,2024-08-02 19:04:25,34.1,HDFC,SUCCESS,
811,MID100028,2024-08-01 12:40:47,41.96,HDFC,SUCCESS,
812,MID100028,2024-08-23 10:44:28,153.63,SBI,FAILED,INSUFFICIENT_FUNDS
813,MID100028,2024-08-21 20:22:05,383.85,SBI,SUCCESS,
814,MID100028,2024-08-21 09:15:47,47.12,SBI,SUCCESS,
815,MID100028,2024-08-28 15:17:32,48.83,SBI,SUCCESS,
816,MID100028,2024-08-16 10:45:49,259.83,SBI,SUCCESS,
817,MID100028,2024-08-16 16:39:13,42.47,ICICI,SUCCESS,
818,MID100028,2024-08-02 10:53:26,157.18,ICICI,SUCCESS,
819,MID100028,2024-08-15 20:00:52,75.0,ICICI,SUCCESS,
820,MID100028,2024-08-12 11:56:50,51.36,ICICI,SUCCESS,
821,MID100028,2024-08-21 07:11:39,163.79,AXIS,SUCCESS,
822,MID100028,2024-08-24 19:27:22,589.82,AXIS,SUCCESS,
823,MID100028,2024-08-28 08:40:35,186.69,AXIS,SUCCESS,
824,MID100028,2024-08-16 16:25:20,53.8,AXIS,SUCCESS,
825,MID100028,2024-08-22 08:35:53,244.3,AXIS,SUCCESS,
826,MID100028,2024-08-18 05:59:41,151.36,AXIS,SUCCESS,
827,MID100028,2024-08-31 14:50:58,84.36,AXIS,SUCCESS,
828,MID100028,2024-08-02 14:55:11,198.11,AXIS,FAILED,INSUFFICIENT_FUNDS
829,MID100028,2024-08-17 21:48:47,205.12,AXIS,SUCCESS,
830,MID100028,2024-08-17 18:44:54,102.18,AXIS,FAILED,INSUFFICIENT_FUNDS
831,MID100028,2024-08-04 16:24:37,46.16,AXIS,SUCCESS,
832,MID100028,2024-08-24 16:18:46,38.68,AXIS,SUCCESS,
833,MID100028,2024-08-24 13:28:11,37.97,AXIS,SUCCESS,
834,MID100028,2024-08-25 07:48:23,200.2,AXIS,SUCCESS,
835,MID100028,2024-08-06 18:41:41,173.91,AXIS,SUCCESS,
836,MID100028,2024-08-05 07:30:34,63.13,AXIS,SUCCESS,
837,MID100028,2024-08-04 16:24:16,1202.89,AXIS,SUCCESS,
838,MID100028,2024-08-29 17:22:22,54.58,AXIS,SUCCESS,
839,MID100028,2024-08-09 01:56:20,135.18,AXIS,SUCCESS,
840,MID100028,2024-08-04 12:55:08,157.44,KOTAK,SUCCESS,
841,MID100028,2024-08-31 15:01:12,61.28,KOTAK,SUCCESS,
842,MID100028,2024-08-31 12:01:40,132.06,KOTAK,SUCCESS,
843,MID100028,2024-08-08 18:56:43,40.46,KOTAK,SUCCESS,
844,MID100028,2024-08-15 13:57:14,121.54,PNB,SUCCESS,
845,MID100028,2024-08-06 17:18:22,79.18,PNB,SUCCESS,
846,MID100028,2024-08-27 17:13:15,143.07,PNB,SUCCESS,
847,MID100028,2024-08-21 20:35:31,296.83,PNB,SUCCESS,
848,MID100028,2024-08-01 16:45:44,86.9,PNB,SUCCESS,
849,MID100028,2024-08-08 09:00:42,50.89,BOB,SUCCESS,
850,MID100028,2024-08-11 17:54:12,51.31,UNION,SUCCESS,
851,MID100028,2024-08-11 19:11:09,135.42,IDFC,SUCCESS,
852,MID100028,2024-08-04 19:02:45,238.7,IDFC,SUCCESS,
853,MID100028,2024-08-23 21:26:08,151.95,PAYTM_PB,SUCCESS,
854,MID100028,2024-08-13 18:50:34,128.75,RRB_GRAMIN,SUCCESS,
855,MID100028,2024-08-25 10:21:50,287.31,RRB_GRAMIN,SUCCESS,
856,MID100028,2024-08-31 14:22:24,97.59,RRB_GRAMIN,SUCCESS,
857,MID100028,2024-08-29 17:03:08,251.15,RRB_GRAMIN,SUCCESS,
858,MID100028,2024-08-24 19:10:56,202.97,RRB_GRAMIN,SUCCESS,
859,MID100032,2024-08-08 17:32:26,32.51,HDFC,SUCCESS,
860,MID100032,2024-08-13 17:28:21,249.15,HDFC,SUCCESS,
861,MID100032,2024-08-14 10:35:51,44.39,HDFC,SUCCESS,
862,MID100032,2024-08-01 07:55:32,18.93,SBI,FAILED,TIMEOUT
863,MID100032,2024-08-20 20:00:52,86.77,ICICI,SUCCESS,
864,MID100032,2024-08-22 19:16:01,78.31,ICICI,SUCCESS,
865,MID100032,2024-08-29 07:53:52,59.03,AXIS,SUCCESS,
866,MID100032,2024-08-13 18:41:57,68.85,AXIS,FAILED,INSUFFICIENT_FUNDS
867,MID100032,2024-08-02 15:52:34,83.46,YES,SUCCESS,
868,MID100033,2024-08-24 13:23:30,315.33,HDFC,SUCCESS,
869,MID100033,2024-08-13 08:56:31,258.95,HDFC,SUCCESS,
870,MID100033,2024-08-13 00:34:25,175.93,HDFC,SUCCESS,
871,MID100033,2024-08-22 03:00:12,100.24,HDFC,SUCCESS,
872,MID100033,2024-08-10 18:09:35,130.62,HDFC,SUCCESS,
873,MID100033,2024-08-10 02:28:20,114.11,HDFC,SUCCESS,
874,MID100033,2024-08-28 19:39:38,154.42,HDFC,SUCCESS,
875,MID100033,2024-08-28 11:10:06,475.39,HDFC,SUCCESS,
876,MID100033,2024-08-29 18:13:59,527.26,HDFC,SUCCESS,
877,MID100033,2024-08-25 07:37:01,267.9,HDFC,SUCCESS,
878,MID100033,2024-08-24 21:17:29,293.05,SBI,SUCCESS,
879,MID100033,2024-08-22 12:52:25,627.19,ICICI,SUCCESS,
880,MID100033,2024-08-07 21:24:30,269.32,ICICI,SUCCESS,
881,MID100033,2024-08-29 19:01:02,207.32,AXIS,SUCCESS,
882,MID100033,2024-08-01 18:33:05,191.62,AXIS,SUCCESS,
883,MID100033,2024-08-21 05:47:32,343.55,AXIS,SUCCESS,
884,MID100033,2024-08-04 19:26:15,198.27,AXIS,SUCCESS,
885,MID100033,2024-08-03 16:51:49,97.04,AXIS,FAILED,INSUFFICIENT_FUNDS
886,MID100033,2024-08-08 17:49:53,76.48,AXIS,SUCCESS,
887,MID100033,2024-08-14 20:03:34,771.76,AXIS,SUCCESS,
888,MID100033,2024-08-01 20:20:15,243.34,AXIS,SUCCESS,
889,MID100033,2024-08-23 21:42:27,328.14,AXIS,FAILED,USER_CANCELLED
890,MID100033,2024-08-31 22:54:38,454.96,KOTAK,SUCCESS,
891,MID100033,2024-08-12 19:52:13,184.86,KOTAK,SUCCESS,
892,MID100033,2024-08-06 22:20:36,96.1,KOTAK,SUCCESS,
893,MID100033,2024-08-18 17:06:05,575.09,KOTAK,SUCCESS,
894,MID100033,2024-08-27 11:56:32,330.53,KOTAK,SUCCESS,
895,MID100033,2024-08-27 13:59:03,267.0,KOTAK,SUCCESS,
896,MID100033,2024-08-28 14:54:21,118.68,KOTAK,FAILED,INCORRECT_PIN
897,MID100033,2024-08-08 15:00:09,303.61,PNB,SUCCESS,
898,MID100033,2024-08-20 19:27:05,167.1,BOB,SUCCESS,
899,MID100033,2024-08-09 17:19:49,491.08,BOB,SUCCESS,
900,MID100033,2024-08-21 19:45:15,121.99,BOB,SUCCESS,
901,MID100033,2024-08-06 08:15:25,110.85,IDFC,SUCCESS,
902,MID100033,2024-08-14 18:15:31,333.86,PAYTM_PB,SUCCESS,
903,MID100033,2024-08-12 08:59:29,118.05,PAYTM_PB,SUCCESS,
904,MID100033,2024-08-30 13:31:13,356.46,PAYTM_PB,SUCCESS,
905,MID100033,2024-08-26 20:42:57,451.1,PAYTM_PB,SUCCESS,
906,MID100033,2024-08-10 15:50:27,683.6,PAYTM_PB,SUCCESS,
907,MID100033,2024-08-31 16:09:57,319.05,PAYTM_PB,SUCCESS,
908,MID100033,2024-08-15 20:11:05,203.24,PAYTM_PB,SUCCESS,
909,MID100033,2024-08-04 22:32:18,370.09,PAYTM_PB,SUCCESS,
910,MID100033,2024-08-13 18:53:48,188.04,PAYTM_PB,SUCCESS,
911,MID100034,2024-08-22 16:46:18,343.4,HDFC,SUCCESS,
912,MID100034,2024-08-23 14:46:10,87.08,HDFC,SUCCESS,
913,MID100034,2024-08-02 21:30:12,61.32,HDFC,SUCCESS,
914,MID100034,2024-08-08 17:07:35,186.42,HDFC,SUCCESS,
915,MID100034,2024-08-22 16:19:59,216.81,HDFC,SUCCESS,
916,MID100034,2024-08-18 06:12:28,147.6,HDFC,SUCCESS,
917,MID100034,2024-08-21 09:44:14,611.83,HDFC,SUCCESS,
918,MID100034,2024-08-22 12:41:15,84.42,HDFC,SUCCESS,
919,MID100034,2024-08-13 16:49:16,358.93,SBI,SUCCESS,
920,MID100034,2024-08-29 16:37:23,244.09,SBI,SUCCESS,
921,MID100034,2024-08-20 13:50:32,69.64,SBI,SUCCESS,
922,MID100034,2024-08-02 18:00:41,36.38,SBI,SUCCESS,
923,MID100034,2024-08-13 12:35:18,370.14,SBI,SUCCESS,
924,MID100034,2024-08-13 13:52:37,148.58,SBI,SUCCESS,
925,MID100034,2024-08-06 11:46:52,541.29,SBI,SUCCESS,
926,MID100034,2024-08-01 18:17:59,266.67,SBI,SUCCESS,
927,MID100034,2024-08-22 09:03:08,655.08,SBI,SUCCESS,
928,MID100034,2024-08-21 18:10:41,552.8,SBI,SUCCESS,
929,MID100034,2024-08-19 20:53:39,396.83,SBI,SUCCESS,
930,MID100034,2024-08-01 16:01:48,135.19,SBI,SUCCESS,
931,MID100034,2024-08-27 09:49:27,99.7,SBI,SUCCESS,
932,MID100034,2024-08-22 14:05:49,368.04,SBI,SUCCESS,
933,MID100034,2024-08-02 16:51:43,167.09,SBI,SUCCESS,
934,MID100034,2024-08-07 09:46:47,157.2,SBI,SUCCESS,
935,MID100034,2024-08-07 18:08:00,13.61,SBI,SUCCESS,
936,MID100034,2024-08-14 12:08:28,316.63,SBI,SUCCESS,
937,MID100034,2024-08-14 09:03:31,106.95,SBI,SUCCESS,
938,MID100034,2024-08-02 14:55:32,287.05,SBI,SUCCESS,
939,MID100034,2024-08-14 19:24:10,100.85,SBI,SUCCESS,
940,MID100034,2024-08-05 08:26:52,258.32,SBI,SUCCESS,
941,MID100034,2024-08-05 16:12:51,275.8,SBI,SUCCESS,
942,MID100034,2024-08-02 11:55:50,259.64,SBI,SUCCESS,
943,MID100034,2024-08-06 09:00:53,124.56,SBI,SUCCESS,
944,MID100034,2024-08-30 14:19:11,392.08,SBI,SUCCESS,
945,MID100034,2024-08-21 16:21:58,67.9,SBI,SUCCESS,
946,MID100034,2024-08-24 14:35:24,110.79,SBI,SUCCESS,
947,MID100034,2024-08-31 17:53:51,162.13,SBI,SUCCESS,
948,MID100034,2024-08-08 08:33:44,85.18,SBI,SUCCESS,
949,MID100034,2024-08-13 07:06:00,108.11,SBI,SUCCESS,
950,MID100034,2024-08-24 15:24:38,435.07,SBI,SUCCESS,
951,MID100034,2024-08-26 12:07:07,186.77,SBI,SUCCESS,
952,MID100034,2024-08-06 09:18:24,224.34,ICICI,SUCCESS,
953,MID100034,2024-08-18 06:47:27,351.35,ICICI,SUCCESS,
954,MID100034,2024-08-01 14:32:16,47.27,ICICI,SUCCESS,
955,MID100034,2024-08-18 20:56:39,119.09,ICICI,SUCCESS,
956,MID100034,2024-08-14 11:11:45,326.62,ICICI,SUCCESS,
957,MID100034,2024-08-24 11:53:13,149.4,ICICI,SUCCESS,
958,MID100034,2024-08-31 02:08:49,119.65,ICICI,SUCCESS,
959,MID100034,2024-08-13 19:26:23,62.31,ICICI,SUCCESS,
960,MID100034,2024-08-03 11:46:49,263.73,ICICI,SUCCESS,
961,MID100034,2024-08-09 17:38:50,403.37,ICICI,FAILED,TECHNICAL_DECLINE
962,MID100034,2024-08-24 17:24:21,289.9,ICICI,SUCCESS,
963,MID100034,2024-08-12 19:40:12,284.12,ICICI,SUCCESS,
964,MID100034,2024-08-22 10:30:44,308.55,ICICI,SUCCESS,
965,MID100034,2024-08-14 18:05:05,1458.8,AXIS,SUCCESS,
966,MID100034,2024-08-19 10:39:01,1624.06,AXIS,SUCCESS,
967,MID100034,2024-08-03 21:34:55,405.02,AXIS,SUCCESS,
968,MID100034,2024-08-23 10:56:13,16.98,AXIS,SUCCESS,
969,MID100034,2024-08-10 19:41:38,38.79,AXIS,SUCCESS,
970,MID100034,2024-08-01 11:46:08,297.78,AXIS,SUCCESS,
971,MID100034,2024-08-05 18:44:33,320.85,AXIS,SUCCESS,
972,MID100034,2024-08-01 20:18:53,44.26,AXIS,FAILED,INCORRECT_PIN
973,MID100034,2024-08-29 21:47:17,24.52,AXIS,SUCCESS,
974,MID100034,2024-08-19 23:36:29,361.87,AXIS,SUCCESS,
975,MID100034,2024-08-26 10:22:44,893.13,AXIS,SUCCESS,
976,MID100034,2024-08-23 16:16:01,140.8,AXIS,SUCCESS,
977,MID100034,2024-08-11 20:59:19,181.68,AXIS,SUCCESS,
978,MID100034,2024-08-27 14:55:19,113.27,AXIS,SUCCESS,
979,MID100034,2024-08-01 15:47:43,197.49,AXIS,SUCCESS,
980,MID100034,2024-08-11 19:08:29,77.08,AXIS,SUCCESS,
981,MID100034,2024-08-11 19:53:45,113.33,AXIS,SUCCESS,
982,MID100034,2024-08-30 10:13:35,64.88,AXIS,SUCCESS,
983,MID100034,2024-08-20 11:56:21,119.34,AXIS,SUCCESS,
984,MID100034,2024-08-16 18:08:16,274.67,AXIS,SUCCESS,
985,MID100034,2024-08-06 15:45:20,186.41,AXIS,SUCCESS,
986,MID100034,2024-08-31 03:30:27,61.6,AXIS,SUCCESS,
987,MID100034,2024-08-25 15:04:39,96.29,AXIS,SUCCESS,
988,MID100034,2024-08-22 13:41:26,157.44,AXIS,SUCCESS,
989,MID100034,2024-08-17 08:52:27,374.17,AXIS,SUCCESS,
990,MID100034,2024-08-26 21:14:16,35.62,AXIS,SUCCESS,
991,MID100034,2024-08-11 16:25:50,103.26,AXIS,SUCCESS,
992,MID100034,2024-08-21 18:50:47,183.55,AXIS,SUCCESS,
993,MID100034,2024-08-02 16:03:38,433.85,AXIS,SUCCESS,
994,MID100034,2024-08-31 07:37:24,204.86,AXIS,SUCCESS,
995,MID100034,2024-08-07 13:38:04,245.51,KOTAK,SUCCESS,
996,MID100034,2024-08-20 21:52:51,385.12,KOTAK,SUCCESS,
997,MID100034,2024-08-20 16:55:23,165.39,PNB,SUCCESS,
998,MID100034,2024-08-03 13:29:12,41.9,PNB,SUCCESS,
999,MID100034,2024-08-31 21:57:13,503.42,PNB,SUCCESS,
1000,MID100034,2024-08-30 10:07:10,87.13,PNB,SUCCESS,
1001,MID100034,2024-08-24 07:48:06,181.42,PNB,SUCCESS,
1002,MID100034,2024-08-05 10:18:19,173.17,PNB,SUCCESS,
1003,MID100034,2024-08-15 07:13:39,289.32,PNB,SUCCESS,
1004,MID100034,2024-08-22 01:50:41,265.32,PNB,SUCCESS,
1005,MID100034,2024-08-31 16:05:13,1085.45,PNB,SUCCESS,
1006,MID100034,2024-08-17 19:14:45,121.94,PNB,SUCCESS,
1007,MID100034,2024-08-21 16:31:27,518.93,PNB,SUCCESS,
1008,MID100034,2024-08-17 18:52:09,207.67,PNB,SUCCESS,
1009,MID100034,2024-08-10 15:30:36,223.21,PNB,FAILED,INSUFFICIENT_FUNDS
1010,MID100034,2024-08-08 07:01:05,61.24,PNB,SUCCESS,
1011,MID100034,2024-08-26 18:58:23,338.49,PNB,SUCCESS,
1012,MID100034,2024-08-11 20:57:06,123.01,PNB,SUCCESS,
1013,MID100034,2024-08-23 11:29:47,961.24,PNB,SUCCESS,
1014,MID100034,2024-08-02 15:07:46,380.46,PNB,SUCCESS,
1015,MID100034,2024-08-06 08:51:27,171.91,PNB,SUCCESS,
1016,MID100034,2024-08-28 15:31:13,202.21,PNB,SUCCESS,
1017,MID100034,2024-08-16 15:06:40,39.5,PNB,SUCCESS,
1018,MID100034,2024-08-23 19:17:51,697.89,PNB,SUCCESS,
1019,MID100034,2024-08-13 17:48:36,76.23,PNB,SUCCESS,
1020,MID100034,2024-08-04 11:45:47,546.45,PNB,SUCCESS,
1021,MID100034,2024-08-21 10:42:52,95.05,PNB,SUCCESS,
1022,MID100034,2024-08-14 12:49:12,621.61,PNB,SUCCESS,
1023,MID100034,2024-08-15 17:53:23,160.61,PNB,SUCCESS,
1024,MID100034,2024-08-14 17:24:17,638.65,PNB,SUCCESS,
1025,MID100034,2024-08-17 18:03:51,328.35,PNB,SUCCESS,
1026,MID100034,2024-08-30 16:02:29,452.09,PNB,SUCCESS,
1027,MID100034,2024-08-11 12:51:19,48.92,PNB,SUCCESS,
1028,MID100034,2024-08-08 17:56:08,375.17,PNB,SUCCESS,
1029,MID100034,2024-08-01 11:46:33,101.33,BOB,SUCCESS,
1030,MID100034,2024-08-27 18:56:02,201.75,BOB,SUCCESS,
1031,MID100034,2024-08-26 13:23:38,90.43,BOB,SUCCESS,
1032,MID100034,2024-08-01 09:19:46,413.44,BOB,SUCCESS,
1033,MID100034,2024-08-13 06:36:51,235.38,BOB,SUCCESS,
1034,MID100034,2024-08-31 10:36:10,160.61,BOB,SUCCESS,
1035,MID100034,2024-08-28 17:59:48,199.12,BOB,SUCCESS,
1036,MID100034,2024-08-17 12:54:01,96.33,BOB,SUCCESS,
1037,MID100034,2024-08-09 03:03:13,190.6,BOB,FAILED,INSUFFICIENT_FUNDS
1038,MID100034,2024-08-10 16:08:59,504.25,BOB,SUCCESS,
1039,MID100034,2024-08-24 19:52:54,120.59,BOB,SUCCESS,
1040,MID100034,2024-08-02 13:18:03,409.33,UNION,SUCCESS,
1041,MID100034,2024-08-08 20:33:56,245.62,UNION,SUCCESS,
1042,MID100034,2024-08-29 17:08:41,34.98,UNION,SUCCESS,
1043,MID100034,2024-08-26 19:37:30,302.9,UNION,SUCCESS,
1044,MID100034,2024-08-25 17:51:30,135.1,UNION,SUCCESS,
1045,MID100034,2024-08-19 18:08:50,134.91,UNION,SUCCESS,
1046,MID100034,2024-08-20 12:06:27,450.04,UNION,SUCCESS,
1047,MID100034,2024-08-11 13:03:46,191.8,UNION,FAILED,INCORRECT_PIN
1048,MID100034,2024-08-16 20:29:39,139.04,UNION,SUCCESS,
1049,MID100034,2024-08-18 07:29:09,222.95,UNION,SUCCESS,
1050,MID100034,2024-08-03 10:01:28,188.82,UNION,SUCCESS,
1051,MID100034,2024-08-11 21:53:05,108.09,UNION,FAILED,INSUFFICIENT_FUNDS
1052,MID100034,2024-08-19 13:09:31,739.04,UNION,SUCCESS,
1053,MID100034,2024-08-09 07:33:32,427.0,UNION,SUCCESS,
1054,MID100034,2024-08-10 13:49:19,86.54,UNION,SUCCESS,
1055,MID100034,2024-08-26 11:37:58,550.63,UNION,SUCCESS,
1056,MID100034,2024-08-29 10:35:46,347.75,UNION,SUCCESS,
1057,MID100034,2024-08-05 16:17:17,54.81,UNION,SUCCESS,
1058,MID100034,2024-08-18 16:52:36,155.46,UNION,SUCCESS,
1059,MID100034,2024-08-08 17:53:36,370.33,UNION,SUCCESS,
1060,MID100034,2024-08-04 07:20:40,207.59,IDFC,FAILED,INSUFFICIENT_FUNDS
1061,MID100034,2024-08-28 12:39:57,437.67,IDFC,SUCCESS,
1062,MID100034,2024-08-13 16:14:54,298.16,IDFC,SUCCESS,
1063,MID100034,2024-08-23 11:03:31,148.25,IDFC,SUCCESS,
1064,MID100034,2024-08-29 15:00:43,61.95,IDFC,SUCCESS,
1065,MID100034,2024-08-09 16:02:49,181.68,IDFC,FAILED,INSUFFICIENT_FUNDS
1066,MID100034,2024-08-16 06:16:33,152.5,IDFC,SUCCESS,
1067,MID100034,2024-08-23 18:01:43,90.96,AU_SFB,SUCCESS,
1068,MID100034,2024-08-23 11:49:09,532.56,AU_SFB,SUCCESS,
1069,MID100034,2024-08-23 17:03:07,124.62,AU_SFB,SUCCESS,
1070,MID100034,2024-08-26 22:53:27,223.88,AU_SFB,SUCCESS,
1071,MID100034,2024-08-12 17:12:18,402.9,AU_SFB,SUCCESS,
1072,MID100034,2024-08-24 18:00:56,426.55,RRB_GRAMIN,FAILED,INSUFFICIENT_FUNDS
1073,MID100035,2024-08-03 18:06:37,474.47,SBI,SUCCESS,
1074,MID100035,2024-08-17 19:12:06,143.84,ICICI,SUCCESS,
1075,MID100035,2024-08-08 09:49:02,527.85,PNB,SUCCESS,
1076,MID100035,2024-08-21 09:52:27,322.84,UNION,SUCCESS,
1077,MID100035,2024-08-19 12:47:22,1735.21,AU_SFB,SUCCESS,
1078,MID100035,2024-08-15 09:18:06,198.04,AU_SFB,SUCCESS,
1079,MID100036,2024-08-14 16:21:32,479.38,HDFC,SUCCESS,
1080,MID100036,2024-08-20 19:43:05,866.86,HDFC,SUCCESS,
1081,MID100036,2024-08-10 18:36:51,143.53,HDFC,SUCCESS,
1082,MID100036,2024-08-01 16:54:58,104.11,HDFC,SUCCESS,
1083,MID100036,2024-08-06 16:57:58,308.64,HDFC,SUCCESS,
1084,MID100036,2024-08-26 18:27:55,124.08,HDFC,SUCCESS,
1085,MID100036,2024-08-21 18:17:02,35.44,SBI,SUCCESS,
1086,MID100036,2024-08-11 10:39:50,825.93,SBI,SUCCESS,
1087,MID100036,2024-08-01 12:55:48,111.63,SBI,SUCCESS,
1088,MID100036,2024-08-22 13:33:03,680.81,SBI,SUCCESS,
1089,MID100036,2024-08-09 12:33:58,194.54,SBI,SUCCESS,
1090,MID100036,2024-08-06 18:27:19,69.57,SBI,SUCCESS,
1091,MID100036,2024-08-18 15:54:43,246.22,SBI,SUCCESS,
1092,MID100036,2024-08-13 16:53:47,122.5,SBI,FAILED,TECHNICAL_DECLINE
1093,MID100036,2024-08-25 20:58:36,65.04,SBI,SUCCESS,
1094,MID100036,2024-08-01 16:56:27,154.77,SBI,SUCCESS,
1095,MID100036,2024-08-27 10:34:33,598.12,SBI,FAILED,ISSUER_DOWN
1096,MID100036,2024-08-28 19:22:40,221.99,SBI,SUCCESS,
1097,MID100036,2024-08-14 21:50:28,298.2,SBI,SUCCESS,
1098,MID100036,2024-08-01 17:31:02,784.35,SBI,SUCCESS,
1099,MID100036,2024-08-15 17:48:33,331.71,SBI,SUCCESS,
1100,MID100036,2024-08-11 12:38:03,144.06,SBI,SUCCESS,
1101,MID100036,2024-08-10 18:02:52,440.74,SBI,SUCCESS,
1102,MID100036,2024-08-29 17:19:29,316.39,SBI,SUCCESS,
1103,MID100036,2024-08-29 16:05:58,417.92,SBI,SUCCESS,
1104,MID100036,2024-08-26 07:24:46,119.23,SBI,SUCCESS,
